,timestamp_mdf,GPS_Week,GPS_Seconds,Latitude_deg,Longitude_deg,Height_m,Undulation_m,North_Velocity_m_invert_s,East_Velocity_m_invert_s,Up_Velocity_m_invert_s,Roll_deg,Pitch_deg,Azimuth_deg,INS_Status,Latitude_Sigma,Longitude_Sigma,Height_Sigma,North_Vel_Sigma,East_Vel_Sigma,Up_Vel_Sigma,Roll_Sigma,Pitch_Sigma,Azimuth_Sigma
743,1645015690364217.0,,,,,,,,,,,,,,,,,,,,,,
744,1645015690368083.5,,,,,,,,,,,,,,,,,,,,,,
745,1645015690369260.5,,,,,,,,,,,,,,,,,,,,,,
746,1645015690370125.8,,,,,,,,,,,,,,,,,,,,,,
747,1645015690379442.8,,,,,,,,,,,,,,,,,,,,,,
748,1645015690389495.0,,,,,,,,,,,,,,,,,,,,,,
749,1645015690399620.0,,,,,,,,,,,,,,,,,,,,,,
750,1645015690409499.5,,,,,,,,,,,,,,,,,,,,,,
751,1645015690419518.8,,,,,,,,,,,,,,,,,,,,,,
752,1645015690429571.5,,,,,,,,,,,,,,,,,,,,,,
753,1645015690439363.5,,,,,,,,,,,,,,,,,,,,,,
754,1645015690449360.2,,,,,,,,,,,,,,,,,,,,,,
755,1645015690459330.8,,,,,,,,,,,,,,,,,,,,,,
756,1645015690469387.0,,,,,,,,,,,,,,,,,,,,,,
757,1645015690479399.2,,,,,,,,,,,,,,,,,,,,,,
758,1645015690489335.5,,,,,,,,,,,,,,,,,,,,,,
759,1645015690499281.0,,,,,,,,,,,,,,,,,,,,,,
760,1645015690509333.2,,,,,,,,,,,,,,,,,,,,,,
761,1645015690519434.0,,,,,,,,,,,,,,,,,,,,,,
762,1645015690529369.0,,,,,,,,,,,,,,,,,,,,,,
763,1645015690539361.5,,,,,,,,,,,,,,,,,,,,,,
764,1645015690549418.8,,,,,,,,,,,,,,,,,,,,,,
765,1645015690559279.0,,,,,,,,,,,,,,,,,,,,,,
766,1645015690569386.0,,,,,,,,,,,,,,,,,,,,,,
767,1645015690579307.0,,,,,,,,,,,,,,,,,,,,,,
768,1645015690589423.2,,,,,,,,,,,,,,,,,,,,,,
769,1645015690599561.0,,,,,,,,,,,,,,,,,,,,,,
770,1645015690609343.5,,,,,,,,,,,,,,,,,,,,,,
771,1645015690619317.8,,,,,,,,,,,,,,,,,,,,,,
772,1645015690629360.5,,,,,,,,,,,,,,,,,,,,,,
773,1645015690639361.5,,,,,,,,,,,,,,,,,,,,,,
774,1645015690649296.5,,,,,,,,,,,,,,,,,,,,,,
775,1645015690659459.0,,,,,,,,,,,,,,,,,,,,,,
776,1645015690669292.8,,,,,,,,,,,,,,,,,,,,,,
777,1645015690679276.0,,,,,,,,,,,,,,,,,,,,,,
778,1645015690689304.2,,,,,,,,,,,,,,,,,,,,,,
779,1645015690699320.0,,,,,,,,,,,,,,,,,,,,,,
780,1645015690709270.2,,,,,,,,,,,,,,,,,,,,,,
781,1645015690719532.8,,,,,,,,,,,,,,,,,,,,,,
782,1645015690729314.8,,,,,,,,,,,,,,,,,,,,,,
783,1645015690740132.5,,,,,,,,,,,,,,,,,,,,,,
784,1645015690749408.8,,,,,,,,,,,,,,,,,,,,,,
785,1645015690759496.2,,,,,,,,,,,,,,,,,,,,,,
786,1645015690769354.5,,,,,,,,,,,,,,,,,,,,,,
787,1645015690779522.2,,,,,,,,,,,,,,,,,,,,,,
788,1645015690789285.5,,,,,,,,,,,,,,,,,,,,,,
789,1645015690799285.2,,,,,,,,,,,,,,,,,,,,,,
790,1645015690809411.0,,,,,,,,,,,,,,,,,,,,,,
791,1645015690819317.0,,,,,,,,,,,,,,,,,,,,,,
792,1645015690829314.5,,,,,,,,,,,,,,,,,,,,,,
793,1645015690839603.2,,,,,,,,,,,,,,,,,,,,,,
794,1645015690849476.5,,,,,,,,,,,,,,,,,,,,,,
795,1645015690859462.8,,,,,,,,,,,,,,,,,,,,,,
796,1645015690869313.0,,,,,,,,,,,,,,,,,,,,,,
797,1645015690879307.2,,,,,,,,,,,,,,,,,,,,,,
798,1645015690889317.5,,,,,,,,,,,,,,,,,,,,,,
799,1645015690899618.2,,,,,,,,,,,,,,,,,,,,,,
800,1645015690909335.2,,,,,,,,,,,,,,,,,,,,,,
801,1645015690920546.0,,,,,,,,,,,,,,,,,,,,,,
802,1645015690929498.5,,,,,,,,,,,,,,,,,,,,,,
803,1645015690939317.0,,,,,,,,,,,,,,,,,,,,,,
804,1645015690949322.2,,,,,,,,,,,,,,,,,,,,,,
805,1645015690959537.8,,,,,,,,,,,,,,,,,,,,,,
806,1645015690969287.5,,,,,,,,,,,,,,,,,,,,,,
807,1645015690979316.5,,,,,,,,,,,,,,,,,,,,,,
808,1645015690990282.5,,,,,,,,,,,,,,,,,,,,,,
809,1645015690999282.8,,,,,,,,,,,,,,,,,,,,,,
810,1645015691009343.8,,,,,,,,,,,,,,,,,,,,,,
811,1645015691019573.0,,,,,,,,,,,,,,,,,,,,,,
812,1645015691029286.8,,,,,,,,,,,,,,,,,,,,,,
813,1645015691039320.5,,,,,,,,,,,,,,,,,,,,,,
814,1645015691049460.2,,,,,,,,,,,,,,,,,,,,,,
815,1645015691059489.2,,,,,,,,,,,,,,,,,,,,,,
816,1645015691069386.8,,,,,,,,,,,,,,,,,,,,,,
817,1645015691080373.0,,,,,,,,,,,,,,,,,,,,,,
818,1645015691089292.0,,,,,,,,,,,,,,,,,,,,,,
819,1645015691099345.5,,,,,,,,,,,,,,,,,,,,,,
820,1645015691109439.2,,,,,,,,,,,,,,,,,,,,,,
821,1645015691119317.5,,,,,,,,,,,,,,,,,,,,,,
822,1645015691129361.8,,,,,,,,,,,,,,,,,,,,,,
823,1645015691139552.8,,,,,,,,,,,,,,,,,,,,,,
824,1645015691149397.5,,,,,,,,,,,,,,,,,,,,,,
825,1645015691159375.0,,,,,,,,,,,,,,,,,,,,,,
826,1645015691169416.8,,,,,,,,,,,,,,,,,,,,,,
827,1645015691179295.2,,,,,,,,,,,,,,,,,,,,,,
828,1645015691189549.5,,,,,,,,,,,,,,,,,,,,,,
829,1645015691199553.5,,,,,,,,,,,,,,,,,,,,,,
830,1645015691209319.0,,,,,,,,,,,,,,,,,,,,,,
831,1645015691219366.0,,,,,,,,,,,,,,,,,,,,,,
832,1645015691229353.0,,,,,,,,,,,,,,,,,,,,,,
833,1645015691239300.0,,,,,,,,,,,,,,,,,,,,,,
834,1645015691249354.2,,,,,,,,,,,,,,,,,,,,,,
835,1645015691259418.5,,,,,,,,,,,,,,,,,,,,,,
836,1645015691269312.0,,,,,,,,,,,,,,,,,,,,,,
837,1645015691279360.5,,,,,,,,,,,,,,,,,,,,,,
838,1645015691289315.2,,,,,,,,,,,,,,,,,,,,,,
839,1645015691299330.0,,,,,,,,,,,,,,,,,,,,,,
840,1645015691309291.5,,,,,,,,,,,,,,,,,,,,,,
841,1645015691319444.0,,,,,,,,,,,,,,,,,,,,,,
842,1645015691329326.8,,,,,,,,,,,,,,,,,,,,,,
843,1645015691365304.5,,,,,,,,,,,,,,,,,,,,,,
844,1645015691367200.0,,,,,,,,,,,,,,,,,,,,,,
845,1645015691382136.8,,,,,,,,,,,,,,,,,,,,,,
846,1645015691382602.5,,,,,,,,,,,,,,,,,,,,,,
847,1645015691383192.8,,,,,,,,,,,,,,,,,,,,,,
848,1645015691383770.8,,,,,,,,,,,,,,,,,,,,,,
849,1645015691389447.2,,,,,,,,,,,,,,,,,,,,,,
850,1645015691399519.5,,,,,,,,,,,,,,,,,,,,,,
851,1645015691409663.8,,,,,,,,,,,,,,,,,,,,,,
852,1645015691419860.0,,,,,,,,,,,,,,,,,,,,,,
853,1645015691429461.2,,,,,,,,,,,,,,,,,,,,,,
854,1645015691439772.2,,,,,,,,,,,,,,,,,,,,,,
855,1645015691449397.2,,,,,,,,,,,,,,,,,,,,,,
856,1645015691459374.2,,,,,,,,,,,,,,,,,,,,,,
857,1645015691469408.0,,,,,,,,,,,,,,,,,,,,,,
858,1645015691479356.8,,,,,,,,,,,,,,,,,,,,,,
859,1645015691489492.2,,,,,,,,,,,,,,,,,,,,,,
860,1645015691499597.2,,,,,,,,,,,,,,,,,,,,,,
861,1645015691509338.2,,,,,,,,,,,,,,,,,,,,,,
862,1645015691519354.8,,,,,,,,,,,,,,,,,,,,,,
863,1645015691529387.2,,,,,,,,,,,,,,,,,,,,,,
864,1645015691539378.0,,,,,,,,,,,,,,,,,,,,,,
865,1645015691549327.5,,,,,,,,,,,,,,,,,,,,,,
866,1645015691559414.8,,,,,,,,,,,,,,,,,,,,,,
867,1645015691569343.2,,,,,,,,,,,,,,,,,,,,,,
868,1645015691579317.8,,,,,,,,,,,,,,,,,,,,,,
869,1645015691589400.0,,,,,,,,,,,,,,,,,,,,,,
870,1645015691599638.5,,,,,,,,,,,,,,,,,,,,,,
871,1645015691609345.2,,,,,,,,,,,,,,,,,,,,,,
872,1645015691619475.2,,,,,,,,,,,,,,,,,,,,,,
873,1645015691629352.2,,,,,,,,,,,,,,,,,,,,,,
874,1645015691639768.0,,,,,,,,,,,,,,,,,,,,,,
875,1645015691649415.8,,,,,,,,,,,,,,,,,,,,,,
876,1645015691659382.2,,,,,,,,,,,,,,,,,,,,,,
877,1645015691669328.2,,,,,,,,,,,,,,,,,,,,,,
878,1645015691679471.8,,,,,,,,,,,,,,,,,,,,,,
879,1645015691689401.5,,,,,,,,,,,,,,,,,,,,,,
880,1645015691699311.5,,,,,,,,,,,,,,,,,,,,,,
881,1645015691709372.2,,,,,,,,,,,,,,,,,,,,,,
882,1645015691719468.2,,,,,,,,,,,,,,,,,,,,,,
883,1645015691729402.5,,,,,,,,,,,,,,,,,,,,,,
884,1645015691739318.2,,,,,,,,,,,,,,,,,,,,,,
885,1645015691749460.8,,,,,,,,,,,,,,,,,,,,,,
886,1645015691759406.2,,,,,,,,,,,,,,,,,,,,,,
887,1645015691769315.5,,,,,,,,,,,,,,,,,,,,,,
888,1645015691779589.5,,,,,,,,,,,,,,,,,,,,,,
889,1645015691789307.2,,,,,,,,,,,,,,,,,,,,,,
890,1645015691799502.2,,,,,,,,,,,,,,,,,,,,,,
891,1645015691809384.2,,,,,,,,,,,,,,,,,,,,,,
892,1645015691819283.5,,,,,,,,,,,,,,,,,,,,,,
893,1645015691829449.8,,,,,,,,,,,,,,,,,,,,,,
894,1645015691839414.0,,,,,,,,,,,,,,,,,,,,,,
895,1645015691849446.8,,,,,,,,,,,,,,,,,,,,,,
896,1645015691859443.0,,,,,,,,,,,,,,,,,,,,,,
897,1645015691869410.2,,,,,,,,,,,,,,,,,,,,,,
898,1645015691879380.2,,,,,,,,,,,,,,,,,,,,,,
899,1645015691889404.2,,,,,,,,,,,,,,,,,,,,,,
900,1645015691899451.2,,,,,,,,,,,,,,,,,,,,,,
901,1645015691909474.2,,,,,,,,,,,,,,,,,,,,,,
902,1645015691921776.8,,,,,,,,,,,,,,,,,,,,,,
903,1645015691929452.5,,,,,,,,,,,,,,,,,,,,,,
904,1645015691939969.0,,,,,,,,,,,,,,,,,,,,,,
905,1645015691949378.5,,,,,,,,,,,,,,,,,,,,,,
906,1645015691959465.2,,,,,,,,,,,,,,,,,,,,,,
907,1645015691969316.2,,,,,,,,,,,,,,,,,,,,,,
908,1645015691979386.8,,,,,,,,,,,,,,,,,,,,,,
909,1645015691990253.2,,,,,,,,,,,,,,,,,,,,,,
910,1645015691999573.8,,,,,,,,,,,,,,,,,,,,,,
911,1645015692009379.5,,,,,,,,,,,,,,,,,,,,,,
912,1645015692019549.2,,,,,,,,,,,,,,,,,,,,,,
913,1645015692029313.5,,,,,,,,,,,,,,,,,,,,,,
914,1645015692039462.2,,,,,,,,,,,,,,,,,,,,,,
915,1645015692049344.8,,,,,,,,,,,,,,,,,,,,,,
916,1645015692059549.0,,,,,,,,,,,,,,,,,,,,,,
917,1645015692069359.2,,,,,,,,,,,,,,,,,,,,,,
918,1645015692080391.0,,,,,,,,,,,,,,,,,,,,,,
919,1645015692089304.0,,,,,,,,,,,,,,,,,,,,,,
920,1645015692099379.2,,,,,,,,,,,,,,,,,,,,,,
921,1645015692109413.2,,,,,,,,,,,,,,,,,,,,,,
922,1645015692119320.0,,,,,,,,,,,,,,,,,,,,,,
923,1645015692129415.8,,,,,,,,,,,,,,,,,,,,,,
924,1645015692139439.0,,,,,,,,,,,,,,,,,,,,,,
925,1645015692149693.0,,,,,,,,,,,,,,,,,,,,,,
926,1645015692159443.2,,,,,,,,,,,,,,,,,,,,,,
927,1645015692169449.8,,,,,,,,,,,,,,,,,,,,,,
928,1645015692179416.5,,,,,,,,,,,,,,,,,,,,,,
929,1645015692189377.8,,,,,,,,,,,,,,,,,,,,,,
930,1645015692199484.2,,,,,,,,,,,,,,,,,,,,,,
931,1645015692209337.8,,,,,,,,,,,,,,,,,,,,,,
932,1645015692219378.2,,,,,,,,,,,,,,,,,,,,,,
933,1645015692229328.2,,,,,,,,,,,,,,,,,,,,,,
934,1645015692239312.5,,,,,,,,,,,,,,,,,,,,,,
935,1645015692249336.0,,,,,,,,,,,,,,,,,,,,,,
936,1645015692259666.2,,,,,,,,,,,,,,,,,,,,,,
937,1645015692269303.8,,,,,,,,,,,,,,,,,,,,,,
938,1645015692279342.5,,,,,,,,,,,,,,,,,,,,,,
939,1645015692289311.0,,,,,,,,,,,,,,,,,,,,,,
940,1645015692299349.2,,,,,,,,,,,,,,,,,,,,,,
941,1645015692309361.0,,,,,,,,,,,,,,,,,,,,,,
942,1645015692319386.8,,,,,,,,,,,,,,,,,,,,,,
943,1645015692329323.5,,,,,,,,,,,,,,,,,,,,,,
944,1645015692363220.8,,,,,,,,,,,,,,,,,,,,,,
945,1645015692365081.5,,,,,,,,,,,,,,,,,,,,,,
946,1645015692377374.2,,,,,,,,,,,,,,,,,,,,,,
947,1645015692379248.2,,,,,,,,,,,,,,,,,,,,,,
948,1645015692380134.0,,,,,,,,,,,,,,,,,,,,,,
949,1645015692380786.2,,,,,,,,,,,,,,,,,,,,,,
950,1645015692389386.8,,,,,,,,,,,,,,,,,,,,,,
951,1645015692399578.0,,,,,,,,,,,,,,,,,,,,,,
952,1645015692409591.0,,,,,,,,,,,,,,,,,,,,,,
953,1645015692419446.8,,,,,,,,,,,,,,,,,,,,,,
954,1645015692429531.5,,,,,,,,,,,,,,,,,,,,,,
955,1645015692439729.8,,,,,,,,,,,,,,,,,,,,,,
956,1645015692449351.2,,,,,,,,,,,,,,,,,,,,,,
957,1645015692459284.5,,,,,,,,,,,,,,,,,,,,,,
958,1645015692469383.5,,,,,,,,,,,,,,,,,,,,,,
959,1645015692479323.2,,,,,,,,,,,,,,,,,,,,,,
960,1645015692489453.8,,,,,,,,,,,,,,,,,,,,,,
961,1645015692499504.8,,,,,,,,,,,,,,,,,,,,,,
962,1645015692509333.5,,,,,,,,,,,,,,,,,,,,,,
963,1645015692519363.0,,,,,,,,,,,,,,,,,,,,,,
964,1645015692529364.8,,,,,,,,,,,,,,,,,,,,,,
965,1645015692540541.2,,,,,,,,,,,,,,,,,,,,,,
966,1645015692549335.0,,,,,,,,,,,,,,,,,,,,,,
967,1645015692559300.5,,,,,,,,,,,,,,,,,,,,,,
968,1645015692569297.2,,,,,,,,,,,,,,,,,,,,,,
969,1645015692579328.5,,,,,,,,,,,,,,,,,,,,,,
970,1645015692589309.8,,,,,,,,,,,,,,,,,,,,,,
971,1645015692599385.8,,,,,,,,,,,,,,,,,,,,,,
972,1645015692609303.2,,,,,,,,,,,,,,,,,,,,,,
973,1645015692619326.2,,,,,,,,,,,,,,,,,,,,,,
974,1645015692629313.2,,,,,,,,,,,,,,,,,,,,,,
975,1645015692640204.5,,,,,,,,,,,,,,,,,,,,,,
976,1645015692649305.5,,,,,,,,,,,,,,,,,,,,,,
977,1645015692659531.2,,,,,,,,,,,,,,,,,,,,,,
978,1645015692669412.2,,,,,,,,,,,,,,,,,,,,,,
979,1645015692679345.2,,,,,,,,,,,,,,,,,,,,,,
980,1645015692689304.2,,,,,,,,,,,,,,,,,,,,,,
981,1645015692699278.8,,,,,,,,,,,,,,,,,,,,,,
982,1645015692709306.0,,,,,,,,,,,,,,,,,,,,,,
983,1645015692719366.2,,,,,,,,,,,,,,,,,,,,,,
984,1645015692729321.8,,,,,,,,,,,,,,,,,,,,,,
985,1645015692739294.5,,,,,,,,,,,,,,,,,,,,,,
986,1645015692749343.2,,,,,,,,,,,,,,,,,,,,,,
987,1645015692759434.5,,,,,,,,,,,,,,,,,,,,,,
988,1645015692769352.8,,,,,,,,,,,,,,,,,,,,,,
989,1645015692779387.2,,,,,,,,,,,,,,,,,,,,,,
990,1645015692789327.5,,,,,,,,,,,,,,,,,,,,,,
991,1645015692799382.2,,,,,,,,,,,,,,,,,,,,,,
992,1645015692809360.5,,,,,,,,,,,,,,,,,,,,,,
993,1645015692819304.8,,,,,,,,,,,,,,,,,,,,,,
994,1645015692829355.8,,,,,,,,,,,,,,,,,,,,,,
995,1645015692839363.0,,,,,,,,,,,,,,,,,,,,,,
996,1645015692849652.8,,,,,,,,,,,,,,,,,,,,,,
997,1645015692859372.8,,,,,,,,,,,,,,,,,,,,,,
998,1645015692869522.0,,,,,,,,,,,,,,,,,,,,,,
999,1645015692879287.5,,,,,,,,,,,,,,,,,,,,,,
1000,1645015692889399.8,,,,,,,,,,,,,,,,,,,,,,
1001,1645015692899402.5,,,,,,,,,,,,,,,,,,,,,,
1002,1645015692909475.5,,,,,,,,,,,,,,,,,,,,,,
1003,1645015692919398.5,,,,,,,,,,,,,,,,,,,,,,
1004,1645015692929383.5,,,,,,,,,,,,,,,,,,,,,,
1005,1645015692939294.2,,,,,,,,,,,,,,,,,,,,,,
1006,1645015692949462.0,,,,,,,,,,,,,,,,,,,,,,
1007,1645015692959549.8,,,,,,,,,,,,,,,,,,,,,,
1008,1645015692969338.0,,,,,,,,,,,,,,,,,,,,,,
1009,1645015692979417.8,,,,,,,,,,,,,,,,,,,,,,
1010,1645015692990412.2,,,,,,,,,,,,,,,,,,,,,,
1011,1645015692999295.2,,,,,,,,,,,,,,,,,,,,,,
1012,1645015693009405.8,,,,,,,,,,,,,,,,,,,,,,
1013,1645015693019492.8,,,,,,,,,,,,,,,,,,,,,,
1014,1645015693029278.2,,,,,,,,,,,,,,,,,,,,,,
1015,1645015693039367.2,,,,,,,,,,,,,,,,,,,,,,
1016,1645015693049384.0,,,,,,,,,,,,,,,,,,,,,,
1017,1645015693059276.0,,,,,,,,,,,,,,,,,,,,,,
1018,1645015693069427.8,,,,,,,,,,,,,,,,,,,,,,
1019,1645015693080287.2,,,,,,,,,,,,,,,,,,,,,,
1020,1645015693089276.5,,,,,,,,,,,,,,,,,,,,,,
1021,1645015693099427.2,,,,,,,,,,,,,,,,,,,,,,
1022,1645015693109414.0,,,,,,,,,,,,,,,,,,,,,,
1023,1645015693119301.2,,,,,,,,,,,,,,,,,,,,,,
1024,1645015693129339.0,,,,,,,,,,,,,,,,,,,,,,
1025,1645015693140481.8,,,,,,,,,,,,,,,,,,,,,,
1026,1645015693149313.0,,,,,,,,,,,,,,,,,,,,,,
1027,1645015693159351.0,,,,,,,,,,,,,,,,,,,,,,
1028,1645015693169541.8,,,,,,,,,,,,,,,,,,,,,,
1029,1645015693179272.0,,,,,,,,,,,,,,,,,,,,,,
1030,1645015693189336.0,,,,,,,,,,,,,,,,,,,,,,
1031,1645015693199778.5,,,,,,,,,,,,,,,,,,,,,,
1032,1645015693209311.8,,,,,,,,,,,,,,,,,,,,,,
1033,1645015693219762.2,,,,,,,,,,,,,,,,,,,,,,
1034,1645015693229428.2,,,,,,,,,,,,,,,,,,,,,,
1035,1645015693239270.0,,,,,,,,,,,,,,,,,,,,,,
1036,1645015693249295.5,,,,,,,,,,,,,,,,,,,,,,
1037,1645015693259578.0,,,,,,,,,,,,,,,,,,,,,,
1038,1645015693269271.5,,,,,,,,,,,,,,,,,,,,,,
1039,1645015693279633.2,,,,,,,,,,,,,,,,,,,,,,
1040,1645015693289362.2,,,,,,,,,,,,,,,,,,,,,,
1041,1645015693299317.5,,,,,,,,,,,,,,,,,,,,,,
1042,1645015693309302.5,,,,,,,,,,,,,,,,,,,,,,
1043,1645015693319582.2,,,,,,,,,,,,,,,,,,,,,,
1044,1645015693329259.8,,,,,,,,,,,,,,,,,,,,,,
1045,1645015693361097.2,,,,,,,,,,,,,,,,,,,,,,
1046,1645015693362687.8,,,,,,,,,,,,,,,,,,,,,,
1047,1645015693374188.5,,,,,,,,,,,,,,,,,,,,,,
1048,1645015693375242.5,,,,,,,,,,,,,,,,,,,,,,
1049,1645015693376074.2,,,,,,,,,,,,,,,,,,,,,,
1050,1645015693379632.2,,,,,,,,,,,,,,,,,,,,,,
1051,1645015693389401.0,,,,,,,,,,,,,,,,,,,,,,
1052,1645015693399408.2,,,,,,,,,,,,,,,,,,,,,,
1053,1645015693409575.8,,,,,,,,,,,,,,,,,,,,,,
1054,1645015693419566.5,,,,,,,,,,,,,,,,,,,,,,
1055,1645015693429599.8,,,,,,,,,,,,,,,,,,,,,,
1056,1645015693439467.5,,,,,,,,,,,,,,,,,,,,,,
1057,1645015693449340.2,,,,,,,,,,,,,,,,,,,,,,
1058,1645015693459395.2,,,,,,,,,,,,,,,,,,,,,,
1059,1645015693469337.5,,,,,,,,,,,,,,,,,,,,,,
1060,1645015693479317.8,,,,,,,,,,,,,,,,,,,,,,
1061,1645015693489453.0,,,,,,,,,,,,,,,,,,,,,,
1062,1645015693499563.5,,,,,,,,,,,,,,,,,,,,,,
1063,1645015693509348.2,,,,,,,,,,,,,,,,,,,,,,
1064,1645015693519388.0,,,,,,,,,,,,,,,,,,,,,,
1065,1645015693529314.5,,,,,,,,,,,,,,,,,,,,,,
1066,1645015693539271.0,,,,,,,,,,,,,,,,,,,,,,
1067,1645015693549323.5,,,,,,,,,,,,,,,,,,,,,,
1068,1645015693559395.0,,,,,,,,,,,,,,,,,,,,,,
1069,1645015693569266.8,,,,,,,,,,,,,,,,,,,,,,
1070,1645015693579339.8,,,,,,,,,,,,,,,,,,,,,,
1071,1645015693589349.5,,,,,,,,,,,,,,,,,,,,,,
1072,1645015693599313.2,,,,,,,,,,,,,,,,,,,,,,
1073,1645015693609338.5,,,,,,,,,,,,,,,,,,,,,,
1074,1645015693619380.2,,,,,,,,,,,,,,,,,,,,,,
1075,1645015693629264.5,,,,,,,,,,,,,,,,,,,,,,
1076,1645015693639719.2,,,,,,,,,,,,,,,,,,,,,,
1077,1645015693649358.2,,,,,,,,,,,,,,,,,,,,,,
1078,1645015693659327.5,,,,,,,,,,,,,,,,,,,,,,
1079,1645015693669321.0,,,,,,,,,,,,,,,,,,,,,,
1080,1645015693679464.2,,,,,,,,,,,,,,,,,,,,,,
1081,1645015693689309.2,,,,,,,,,,,,,,,,,,,,,,
1082,1645015693699281.0,,,,,,,,,,,,,,,,,,,,,,
1083,1645015693709344.2,,,,,,,,,,,,,,,,,,,,,,
1084,1645015693719344.0,,,,,,,,,,,,,,,,,,,,,,
1085,1645015693729294.2,,,,,,,,,,,,,,,,,,,,,,
1086,1645015693740013.0,,,,,,,,,,,,,,,,,,,,,,
1087,1645015693749311.2,,,,,,,,,,,,,,,,,,,,,,
1088,1645015693759382.2,,,,,,,,,,,,,,,,,,,,,,
1089,1645015693769365.8,,,,,,,,,,,,,,,,,,,,,,
1090,1645015693779372.2,,,,,,,,,,,,,,,,,,,,,,
1091,1645015693789394.5,,,,,,,,,,,,,,,,,,,,,,
1092,1645015693799491.5,,,,,,,,,,,,,,,,,,,,,,
1093,1645015693809359.0,,,,,,,,,,,,,,,,,,,,,,
1094,1645015693819306.0,,,,,,,,,,,,,,,,,,,,,,
1095,1645015693829357.0,,,,,,,,,,,,,,,,,,,,,,
1096,1645015693839325.5,,,,,,,,,,,,,,,,,,,,,,
1097,1645015693849426.8,,,,,,,,,,,,,,,,,,,,,,
1098,1645015693859646.2,,,,,,,,,,,,,,,,,,,,,,
1099,1645015693869335.0,,,,,,,,,,,,,,,,,,,,,,
1100,1645015693879292.0,,,,,,,,,,,,,,,,,,,,,,
1101,1645015693889414.2,,,,,,,,,,,,,,,,,,,,,,
1102,1645015693899522.5,,,,,,,,,,,,,,,,,,,,,,
1103,1645015693909366.2,,,,,,,,,,,,,,,,,,,,,,
1104,1645015693921519.0,,,,,,,,,,,,,,,,,,,,,,
1105,1645015693929334.8,,,,,,,,,,,,,,,,,,,,,,
1106,1645015693940320.8,,,,,,,,,,,,,,,,,,,,,,
1107,1645015693949448.5,,,,,,,,,,,,,,,,,,,,,,
1108,1645015693959388.2,,,,,,,,,,,,,,,,,,,,,,
1109,1645015693969323.5,,,,,,,,,,,,,,,,,,,,,,
1110,1645015693979428.0,,,,,,,,,,,,,,,,,,,,,,
1111,1645015693990643.8,,,,,,,,,,,,,,,,,,,,,,
1112,1645015693999278.2,,,,,,,,,,,,,,,,,,,,,,
1113,1645015694009422.8,,,,,,,,,,,,,,,,,,,,,,
1114,1645015694020043.5,,,,,,,,,,,,,,,,,,,,,,
1115,1645015694029272.5,,,,,,,,,,,,,,,,,,,,,,
1116,1645015694039417.8,,,,,,,,,,,,,,,,,,,,,,
1117,1645015694049558.8,,,,,,,,,,,,,,,,,,,,,,
1118,1645015694059266.5,,,,,,,,,,,,,,,,,,,,,,
1119,1645015694069355.8,,,,,,,,,,,,,,,,,,,,,,
1120,1645015694080726.8,,,,,,,,,,,,,,,,,,,,,,
1121,1645015694089272.0,,,,,,,,,,,,,,,,,,,,,,
1122,1645015694099451.2,,,,,,,,,,,,,,,,,,,,,,
1123,1645015694109424.8,,,,,,,,,,,,,,,,,,,,,,
1124,1645015694119445.5,,,,,,,,,,,,,,,,,,,,,,
1125,1645015694129358.8,,,,,,,,,,,,,,,,,,,,,,
1126,1645015694139525.8,,,,,,,,,,,,,,,,,,,,,,
1127,1645015694149389.0,,,,,,,,,,,,,,,,,,,,,,
1128,1645015694159472.0,,,,,,,,,,,,,,,,,,,,,,
1129,1645015694169358.8,,,,,,,,,,,,,,,,,,,,,,
1130,1645015694179304.0,,,,,,,,,,,,,,,,,,,,,,
1131,1645015694189423.2,,,,,,,,,,,,,,,,,,,,,,
1132,1645015694199522.5,,,,,,,,,,,,,,,,,,,,,,
1133,1645015694209313.5,,,,,,,,,,,,,,,,,,,,,,
1134,1645015694219356.8,,,,,,,,,,,,,,,,,,,,,,
1135,1645015694229417.5,,,,,,,,,,,,,,,,,,,,,,
1136,1645015694239284.5,,,,,,,,,,,,,,,,,,,,,,
1137,1645015694249345.5,,,,,,,,,,,,,,,,,,,,,,
1138,1645015694259634.5,,,,,,,,,,,,,,,,,,,,,,
1139,1645015694269285.2,,,,,,,,,,,,,,,,,,,,,,
1140,1645015694279386.5,,,,,,,,,,,,,,,,,,,,,,
1141,1645015694289346.2,,,,,,,,,,,,,,,,,,,,,,
1142,1645015694299276.5,,,,,,,,,,,,,,,,,,,,,,
1143,1645015694309364.8,,,,,,,,,,,,,,,,,,,,,,
1144,1645015694319589.0,,,,,,,,,,,,,,,,,,,,,,
1145,1645015694329297.0,,,,,,,,,,,,,,,,,,,,,,
1146,1645015694376410.5,,,,,,,,,,,,,,,,,,,,,,
1147,1645015694378360.5,,,,,,,,,,,,,,,,,,,,,,
1148,1645015694381494.5,,,,,,,,,,,,,,,,,,,,,,
1149,1645015694382990.8,,,,,,,,,,,,,,,,,,,,,,
1150,1645015694383547.5,,,,,,,,,,,,,,,,,,,,,,
1151,1645015694384044.5,,,,,,,,,,,,,,,,,,,,,,
1152,1645015694391556.2,,,,,,,,,,,,,,,,,,,,,,
1153,1645015694399397.2,,,,,,,,,,,,,,,,,,,,,,
1154,1645015694409659.8,,,,,,,,,,,,,,,,,,,,,,
